userID,ISBN,bookRating,bookTitle,totalRatingCount,Location
227520,034545104X,0,Flesh Tones: A Novel,60,"san jose, california, usa"
227886,034545104X,3,Flesh Tones: A Novel,60,"charlotte, north carolina, usa"
240144,034545104X,3,Flesh Tones: A Novel,60,"muskego, wisconsin, usa"
243142,034545104X,9,Flesh Tones: A Novel,60,"westerville, ohio, usa"
255502,034545104X,6,Flesh Tones: A Novel,60,"new albany, ohio, usa"
260897,034545104X,3,Flesh Tones: A Novel,60,"chicago, illinois, usa"
263003,034545104X,7,Flesh Tones: A Novel,60,"philadelphia, pennsylvania, usa"
268191,034545104X,0,Flesh Tones: A Novel,60,"lewes, delaware, usa"
271448,034545104X,0,Flesh Tones: A Novel,60,"ona, west virginia, usa"
274925,034545104X,7,Flesh Tones: A Novel,60,"enfield, connecticut, usa"
278418,446520802,0,The Notebook,650,"omaha, nebraska, usa"
638,446520802,0,The Notebook,650,"san diego, california, usa"
3363,446520802,0,The Notebook,650,"knoxville, tennessee, usa"
7158,446520802,10,The Notebook,650,"omaha, nebraska, usa"
8253,446520802,10,The Notebook,650,"tulsa, oklahoma, usa"
9939,446520802,0,The Notebook,650,"moncks corner, south carolina, usa"
12589,446520802,9,The Notebook,650,"lincoln, nebraska, usa"
13279,446520802,10,The Notebook,650,"moodus, connecticut, usa"
16046,446520802,0,The Notebook,650,"silver springs, florida, usa"
19371,446520802,4,The Notebook,650,"royal oak, michigan, usa"
23768,446520802,6,The Notebook,650,"st. louis, missouri, usa"
24878,446520802,7,The Notebook,650,"ottawa, ontario, canada"
26525,446520802,10,The Notebook,650,"mountain view, california, usa"
27617,446520802,9,The Notebook,650,"beaverton, ontario, canada"
28204,446520802,0,The Notebook,650,"south ohio, nova scotia, canada"
29855,446520802,0,The Notebook,650,"morris, connecticut, usa"
30261,446520802,10,The Notebook,650,"manchester, missouri, usa"
33974,446520802,0,The Notebook,650,"barnhart, missouri, usa"
35845,446520802,5,The Notebook,650,"rochester, new hampshire, usa"
37556,446520802,0,The Notebook,650,"wilton, maine, usa"
43146,446520802,0,The Notebook,650,"buffalo, new york, usa"
54823,446520802,9,The Notebook,650,"manchester, maryland, usa"
63507,446520802,8,The Notebook,650,"lomita, california, usa"
64544,446520802,8,The Notebook,650,"forty fort, , usa"
64679,446520802,6,The Notebook,650,"buffalo grove, illinois, usa"
79977,446520802,0,The Notebook,650,"chesapeake, virginia, usa"
85993,446520802,10,The Notebook,650,"portland, oregon, usa"
91761,446520802,6,The Notebook,650,"minneapolis, minnesota, usa"
99085,446520802,10,The Notebook,650,"lincoln, nebraska, usa"
99720,446520802,9,The Notebook,650,"dahlonega, georgia, usa"
102967,446520802,0,The Notebook,650,"olympia, washington, usa"
103190,446520802,0,The Notebook,650,"burgettstown, pennsylvania, usa"
105979,446520802,0,The Notebook,650,"oakland, california, usa"
113340,446520802,0,The Notebook,650,"franklin, virginia, usa"
115490,446520802,0,The Notebook,650,"dekalb, illinois, usa"
116577,446520802,0,The Notebook,650,"powhatan, virginia, usa"
131993,446520802,10,The Notebook,650,"mobile, alabama, usa"
132616,446520802,0,The Notebook,650,"green river, wyoming, usa"
132792,446520802,9,The Notebook,650,"west seneca, new york, usa"
133498,446520802,10,The Notebook,650,"templeton, pennsylvania, usa"
135831,446520802,0,The Notebook,650,"potomac falls, virginia, usa"
138176,446520802,0,The Notebook,650,"lansdale, pennsylvania, usa"
139064,446520802,10,The Notebook,650,"wylie, texas, usa"
144455,446520802,0,The Notebook,650,"summerville, south carolina, usa"
144729,446520802,0,The Notebook,650,"manchester, new hampshire, usa"
145369,446520802,0,The Notebook,650,"winnemucca, nevada, usa"
151002,446520802,0,The Notebook,650,"burkburnett, texas, usa"
152376,446520802,9,The Notebook,650,"boston, massachusetts, usa"
153718,446520802,7,The Notebook,650,"round lake, illinois, usa"
154992,446520802,8,The Notebook,650,"maryland heights, missouri, usa"
157823,446520802,10,The Notebook,650,"guelph, ontario, canada"
158295,446520802,8,The Notebook,650,"cleveland, ohio, usa"
159033,446520802,0,The Notebook,650,"taneytown, maryland, usa"
167812,446520802,10,The Notebook,650,"vancouver, washington, usa"
169699,446520802,8,The Notebook,650,"vadnais heights, minnesota, usa"
169784,446520802,10,The Notebook,650,"cincinnati, ohio, usa"
170902,446520802,10,The Notebook,650,"austin, texas, usa"
172539,446520802,7,The Notebook,650,"lakewood, california, usa"
181687,446520802,9,The Notebook,650,"austin, texas, usa"
185233,446520802,7,The Notebook,650,"winnemucca, nevada, usa"
187043,446520802,0,The Notebook,650,"broken arrow, oklahoma, usa"
187863,446520802,5,The Notebook,650,"greenwood, south carolina, usa"
188010,446520802,0,The Notebook,650,"edmonton, alberta, canada"
190374,446520802,8,The Notebook,650,"kamloops, british columbia, canada"
192095,446520802,10,The Notebook,650,"madison, wisconsin, usa"
194669,446520802,0,The Notebook,650,"savannah, georgia, usa"
199799,446520802,10,The Notebook,650,"steep falls, maine, usa"
200226,446520802,9,The Notebook,650,"burlington, ontario, canada"
201017,446520802,0,The Notebook,650,"palmetto bay, florida, usa"
201036,446520802,9,The Notebook,650,"virginia beach, virginia, usa"
201349,446520802,0,The Notebook,650,"thomson, georgia, usa"
203240,446520802,0,The Notebook,650,"st. louis, missouri, usa"
208671,446520802,9,The Notebook,650,"simi valley, california, usa"
208829,446520802,0,The Notebook,650,"fredericton, new brunswick, canada"
211361,446520802,9,The Notebook,650,"simi valley, california, usa"
211461,446520802,0,The Notebook,650,"n. ft. myers, florida, usa"
218875,446520802,8,The Notebook,650,"wilkes-barre, pennsylvania, usa"
220911,446520802,0,The Notebook,650,"palm desert, california, usa"
230522,446520802,0,The Notebook,650,"colorado springs, colorado, usa"
234623,446520802,0,The Notebook,650,"scarborough, maine, usa"
235105,446520802,0,The Notebook,650,"st louis, missouri, usa"
235218,446520802,8,The Notebook,650,"st charles, missouri, usa"
238120,446520802,0,The Notebook,650,"louisville, kentucky, usa"
238781,446520802,0,The Notebook,650,"yucca valley, california, usa"
239135,446520802,8,The Notebook,650,"mobile, alabama, usa"
240756,446520802,9,The Notebook,650,"guyton, georgia, usa"
240829,446520802,0,The Notebook,650,"durham, north carolina, usa"
242914,446520802,0,The Notebook,650,"dallas, texas, usa"
245568,446520802,2,The Notebook,650,"springport, michigan, usa"
248477,446520802,6,The Notebook,650,"dandridge, tennessee, usa"
249200,446520802,10,The Notebook,650,"alabaster, alabama, usa"
249359,446520802,0,The Notebook,650,"allentown, pennsylvania, usa"
254405,446520802,0,The Notebook,650,"nanticoke, pennsylvania, usa"
255288,446520802,0,The Notebook,650,"monroe, new york, usa"
258534,446520802,0,The Notebook,650,"mcqueeney, texas, usa"
259555,446520802,0,The Notebook,650,"st. louis, missouri, usa"
263460,446520802,0,The Notebook,650,"tampa, florida, usa"
265383,446520802,10,The Notebook,650,"awendaw, south carolina, usa"
268540,446520802,10,The Notebook,650,"st. louis, missouri, usa"
268692,446520802,0,The Notebook,650,"fort worth, texas, usa"
268751,446520802,10,The Notebook,650,"sheboygan, wisconsin, usa"
271195,446520802,0,The Notebook,650,"elsmere, kentucky, usa"
275631,446520802,0,The Notebook,650,"akron, pennsylvania, usa"
275970,446520802,0,The Notebook,650,"pittsburgh, pennsylvania, usa"
276744,038550120X,7,A Painted House,838,"torrance, california, usa"
278418,038550120X,0,A Painted House,838,"omaha, nebraska, usa"
6251,038550120X,0,A Painted House,838,"wahiawa, hawaii, usa"
8234,038550120X,0,A Painted House,838,"colorado springs, colorado, usa"
8250,038550120X,0,A Painted House,838,"carrollton, texas, usa"
11224,038550120X,0,A Painted House,838,"tumwater, washington, usa"
13273,038550120X,0,A Painted House,838,"harrisburg, pennsylvania, usa"
13552,038550120X,0,A Painted House,838,"cordova, tennessee, usa"
16106,038550120X,0,A Painted House,838,"albany, california, usa"
16718,038550120X,0,A Painted House,838,"houston, texas, usa"
16877,038550120X,9,A Painted House,838,"houston, arkansas, usa"
17975,038550120X,6,A Painted House,838,"fargo, north dakota, usa"
20806,038550120X,6,A Painted House,838,"union, kentucky, usa"
21014,038550120X,0,A Painted House,838,"fresno, california, usa"
21340,038550120X,9,A Painted House,838,"holton, kansas, usa"
21356,038550120X,7,A Painted House,838,"westwood, new jersey, usa"
21659,038550120X,0,A Painted House,838,"san jose, california, usa"
22625,038550120X,10,A Painted House,838,"lynbrook, new york, usa"
23243,038550120X,7,A Painted House,838,"colstrip, montana, usa"
23768,038550120X,0,A Painted House,838,"st. louis, missouri, usa"
29168,038550120X,7,A Painted House,838,"beacon, new york, usa"
31315,038550120X,6,A Painted House,838,"henryville, indiana, usa"
31362,038550120X,0,A Painted House,838,"los angeles, california, usa"
32188,038550120X,8,A Painted House,838,"st. louis, missouri, usa"
33580,038550120X,0,A Painted House,838,"rockwell, north carolina, usa"
33974,038550120X,8,A Painted House,838,"barnhart, missouri, usa"
34523,038550120X,0,A Painted House,838,"kalamazoo, michigan, usa"
34531,038550120X,0,A Painted House,838,"san diego, california, usa"
34588,038550120X,5,A Painted House,838,"west linn, oregon, usa"
35288,038550120X,9,A Painted House,838,"ridgeland, mississippi, usa"
37712,038550120X,0,A Painted House,838,"cincinnati, ohio, usa"
37800,038550120X,9,A Painted House,838,"rackerby, california, usa"
39441,038550120X,0,A Painted House,838,"boulder, colorado, usa"
39646,038550120X,0,A Painted House,838,"fairless hills, pennsylvania, usa"
39773,038550120X,0,A Painted House,838,"miami, florida, usa"
40889,038550120X,0,A Painted House,838,"brainerd, minnesota, usa"
41841,038550120X,0,A Painted House,838,"sherwood park, alberta, canada"
44963,038550120X,0,A Painted House,838,"sand springs, oklahoma, usa"
49683,038550120X,0,A Painted House,838,"houston, texas, usa"
53174,038550120X,0,A Painted House,838,"orlando, florida, usa"
53220,038550120X,8,A Painted House,838,"fullerton, california, usa"
55441,038550120X,0,A Painted House,838,"wynantskill, new york, usa"
60337,038550120X,8,A Painted House,838,"st. marys, georgia, usa"
62862,038550120X,0,A Painted House,838,"new milford, connecticut, usa"
64436,038550120X,9,A Painted House,838,"san ramon, california, usa"
75819,038550120X,8,A Painted House,838,"west falls, new york, usa"
76151,038550120X,10,A Painted House,838,"sioux falls, south dakota, usa"
76351,038550120X,10,A Painted House,838,"clarksville, tennessee, usa"
76851,038550120X,8,A Painted House,838,"saginaw, michigan, usa"
78236,038550120X,0,A Painted House,838,"conyers, georgia, usa"
83287,038550120X,0,A Painted House,838,"tulsa, oklahoma, usa"
83941,038550120X,0,A Painted House,838,"ephrata, pennsylvania, usa"
87746,038550120X,0,A Painted House,838,"wallingford, connecticut, usa"
91832,038550120X,0,A Painted House,838,"miami, florida, usa"
92184,038550120X,0,A Painted House,838,"san fernando valley, california, usa"
94279,038550120X,0,A Painted House,838,"torrance, california, usa"
96054,038550120X,0,A Painted House,838,"ottawa, ontario, canada"
97919,038550120X,6,A Painted House,838,"howell, michigan, usa"
98741,038550120X,0,A Painted House,838,"fairbanks, alaska, usa"
100471,038550120X,6,A Painted House,838,"new albany, indiana, usa"
100846,038550120X,8,A Painted House,838,"plainfield, illinois, usa"
101226,038550120X,10,A Painted House,838,"corsicana, texas, usa"
104051,038550120X,8,A Painted House,838,"vacaville, california, usa"
105979,038550120X,0,A Painted House,838,"oakland, california, usa"
109013,038550120X,0,A Painted House,838,"virginia beach, virginia, usa"
111174,038550120X,6,A Painted House,838,"austin, texas, usa"
111358,038550120X,7,A Painted House,838,"cameron, west virginia, usa"
112914,038550120X,0,A Painted House,838,"alameda, california, usa"
113425,038550120X,6,A Painted House,838,"chicago, illinois, usa"
113519,038550120X,0,A Painted House,838,"pleasanton, california, usa"
114368,038550120X,9,A Painted House,838,"mechanicsville, maryland, usa"
114847,038550120X,0,A Painted House,838,"new york, new york, usa"
115003,038550120X,8,A Painted House,838,"asheville, north carolina, usa"
115375,038550120X,8,A Painted House,838,"albuquerque, new mexico, usa"
115435,038550120X,8,A Painted House,838,"cincinnati, ohio, usa"
116904,038550120X,10,A Painted House,838,"san antonio, texas, usa"
121241,038550120X,0,A Painted House,838,"boulder, montana, usa"
123645,038550120X,8,A Painted House,838,"fargo, north dakota, usa"
124983,038550120X,0,A Painted House,838,"amarillo, texas, usa"
125519,038550120X,9,A Painted House,838,"irvine, california, usa"
130571,038550120X,8,A Painted House,838,"summerville, south carolina, usa"
134797,038550120X,0,A Painted House,838,"elk grove, california, usa"
135265,038550120X,0,A Painted House,838,"groton, connecticut, usa"
135741,038550120X,5,A Painted House,838,"troy, new york, usa"
136439,038550120X,5,A Painted House,838,"palm bay, florida, usa"
136509,038550120X,0,A Painted House,838,"santa barbara, california, usa"
140358,038550120X,5,A Painted House,838,"san diego, california, usa"
141719,038550120X,7,A Painted House,838,"houston, texas, usa"
145641,038550120X,7,A Painted House,838,"madison, new jersey, usa"
147224,038550120X,5,A Painted House,838,"mechanicsburg, pennsylvania, usa"
147847,038550120X,0,A Painted House,838,"greenville, illinois, usa"
148258,038550120X,0,A Painted House,838,"toronto, ontario, canada"
149069,038550120X,10,A Painted House,838,"struthers, ohio, usa"
151503,038550120X,0,A Painted House,838,"fairbanks, alaska, usa"
151819,038550120X,4,A Painted House,838,"surfside beach, south carolina, usa"
152354,038550120X,6,A Painted House,838,"boston, massachusetts, usa"
153418,038550120X,9,A Painted House,838,"xenia, ohio, usa"
153959,038550120X,8,A Painted House,838,"waterville, maine, usa"
154906,038550120X,0,A Painted House,838,"fort smith, arkansas, usa"
155248,038550120X,0,A Painted House,838,"litchfield, illinois, usa"
159033,038550120X,0,A Painted House,838,"taneytown, maryland, usa"
160819,038550120X,0,A Painted House,838,"miami, florida, usa"
161870,038550120X,0,A Painted House,838,"steubenville, ohio, usa"
162639,038550120X,0,A Painted House,838,"kelso, washington, usa"
162827,038550120X,0,A Painted House,838,"seattle, washington, usa"
165788,038550120X,0,A Painted House,838,"san diego, california, usa"
166305,038550120X,0,A Painted House,838,"houston, texas, usa"
166391,038550120X,0,A Painted House,838,"hanover, pennsylvania, usa"
171445,038550120X,0,A Painted House,838,"berkeley, california, usa"
172881,038550120X,8,A Painted House,838,"demopolis, alabama, usa"
173415,038550120X,0,A Painted House,838,"chicago, illinois, usa"
178006,038550120X,6,A Painted House,838,"ottumwa, iowa, usa"
183995,038550120X,0,A Painted House,838,"columbus (grandview heights), ohio, usa"
184295,038550120X,0,A Painted House,838,"atlanta, georgia, usa"
187256,038550120X,9,A Painted House,838,"citrus heights, california, usa"
189584,038550120X,0,A Painted House,838,"sinking spring, pennsylvania, usa"
193778,038550120X,10,A Painted House,838,"dallas, georgia, usa"
196466,038550120X,0,A Painted House,838,"king of prussia, pennsylvania, usa"
197206,038550120X,5,A Painted House,838,"virginia beach, virginia, usa"
198213,038550120X,8,A Painted House,838,"williamsburg/norfolk, virginia, usa"
200422,038550120X,8,A Painted House,838,"plainfield, illinois, usa"
200643,038550120X,0,A Painted House,838,"austin, texas, usa"
203506,038550120X,1,A Painted House,838,"rye brook, new york, usa"
203649,038550120X,0,A Painted House,838,"mount vernon, kentucky, usa"
206177,038550120X,0,A Painted House,838,"fairport, new york, usa"
206534,038550120X,0,A Painted House,838,"evanston, illinois, usa"
206754,038550120X,5,A Painted House,838,"prince albert, saskatchewan, canada"
208829,038550120X,0,A Painted House,838,"fredericton, new brunswick, canada"
209160,038550120X,0,A Painted House,838,"ottawa, ontario, canada"
209174,038550120X,0,A Painted House,838,"toronto, ontario, canada"
210485,038550120X,7,A Painted House,838,"carmichael, california, usa"
212568,038550120X,9,A Painted House,838,"huntington beach, california, usa"
213379,038550120X,10,A Painted House,838,"novato, california, usa"
215988,038550120X,10,A Painted House,838,"lake oswego, oregon, usa"
218615,038550120X,7,A Painted House,838,"snoqualmie, washington, usa"
222563,038550120X,0,A Painted House,838,"griswold, connecticut, usa"
224249,038550120X,0,A Painted House,838,"moline, illinois, usa"
225520,038550120X,0,A Painted House,838,"porterville, california, usa"
230522,038550120X,0,A Painted House,838,"colorado springs, colorado, usa"
234359,038550120X,0,A Painted House,838,"morro bay, california, usa"
234565,038550120X,0,A Painted House,838,"kelowna, british columbia, canada"
235146,038550120X,10,A Painted House,838,"oak park, illinois, usa"
235842,038550120X,0,A Painted House,838,"griswold, iowa, usa"
236172,038550120X,0,A Painted House,838,"chesapeake, virginia, usa"
238781,038550120X,0,A Painted House,838,"yucca valley, california, usa"
240643,038550120X,9,A Painted House,838,"niceville, florida, usa"
243996,038550120X,0,A Painted House,838,"bellingham, washington, usa"
244955,038550120X,0,A Painted House,838,"fredericton, new brunswick, canada"
246411,038550120X,0,A Painted House,838,"mississauga, ontario, canada"
246470,038550120X,0,A Painted House,838,"kimberling city, missouri, usa"
246513,038550120X,0,A Painted House,838,"virginia beach, virginia, usa"
251164,038550120X,7,A Painted House,838,"trabuco canyon, california, usa"
251422,038550120X,0,A Painted House,838,"cumberland, maryland, usa"
251613,038550120X,0,A Painted House,838,"sonoma, california, usa"
252222,038550120X,0,A Painted House,838,"mississauga, ontario, canada"
252820,038550120X,7,A Painted House,838,"montreal, quebec, canada"
254053,038550120X,10,A Painted House,838,"hackettstown, new jersey, usa"
254488,038550120X,0,A Painted House,838,"nanuet, new york, usa"
256402,038550120X,0,A Painted House,838,"huntsville, alabama, usa"
258334,038550120X,5,A Painted House,838,"pinckney, michigan, usa"
259259,038550120X,9,A Painted House,838,"woodruff, south carolina, usa"
259629,038550120X,8,A Painted House,838,"carrollton, texas, usa"
260458,038550120X,7,A Painted House,838,"porterville, california, usa"
264947,038550120X,0,A Painted House,838,"la mesa, california, usa"
265202,038550120X,8,A Painted House,838,"manchester, vermont, usa"
267409,038550120X,0,A Painted House,838,"las vegas, nevada, usa"
269835,038550120X,0,A Painted House,838,"loveland, colorado, usa"
271176,038550120X,0,A Painted House,838,"louisville, kentucky, usa"
277427,425115801,0,Lightning,274,"gilbert, arizona, usa"
1660,425115801,0,Lightning,274,"fort worth, texas, usa"
2288,425115801,10,Lightning,274,"spring hill, tennessee, usa"
4551,425115801,8,Lightning,274,"humble, texas, usa"
4938,425115801,9,Lightning,274,"charleston, south carolina, usa"
9856,425115801,7,Lightning,274,"glendale, colorado, usa"
13552,425115801,10,Lightning,274,"cordova, tennessee, usa"
14521,425115801,0,Lightning,274,"providence, rhode island, usa"
15563,425115801,0,Lightning,274,"vancouver, british columbia, canada"
16795,425115801,8,Lightning,274,"mechanicsville, maryland, usa"
20462,425115801,0,Lightning,274,"bossier city, louisiana, usa"
23768,425115801,0,Lightning,274,"st. louis, missouri, usa"
25545,425115801,8,Lightning,274,"hollsopple, pennsylvania, usa"
25981,425115801,10,Lightning,274,"nj, new jersey, usa"
28204,425115801,0,Lightning,274,"south ohio, nova scotia, canada"
29763,425115801,7,Lightning,274,"bourbonnais, illinois, usa"
30005,425115801,0,Lightning,274,"hudsonville, michigan, usa"
31826,425115801,10,Lightning,274,"jasper, missouri, usa"
33430,425115801,0,Lightning,274,"sterling, virginia, usa"
35859,425115801,0,Lightning,274,"duluth, minnesota, usa"
36964,425115801,0,Lightning,274,"storm lake, iowa, usa"
37293,425115801,0,Lightning,274,"whitehorse, yukon territory, canada"
38023,425115801,0,Lightning,274,"hayward, california, usa"
44647,425115801,0,Lightning,274,"lake george, minnesota, usa"
44728,425115801,0,Lightning,274,"florence, alabama, usa"
45772,425115801,0,Lightning,274,"hampton, virginia, usa"
47971,425115801,0,Lightning,274,"toronto, ontario, canada"
48025,425115801,7,Lightning,274,"concordia, missouri, usa"
51883,425115801,0,Lightning,274,"jasper, missouri, usa"
52584,425115801,0,Lightning,274,"livermore, california, usa"
55789,425115801,6,Lightning,274,"pittsburgh, pennsylvania, usa"
57006,425115801,0,Lightning,274,"lawton, oklahoma, usa"
58224,425115801,10,Lightning,274,"lake park, georgia, usa"
60050,425115801,0,Lightning,274,"brooklyn, new york, usa"
61028,425115801,0,Lightning,274,"charleston, south carolina, usa"
63552,425115801,0,Lightning,274,"vafb, california, usa"
68185,425115801,6,Lightning,274,"virginia beach, virginia, usa"
71490,425115801,0,Lightning,274,"west los angeles, california, usa"
76352,425115801,0,Lightning,274,"olympia, washington, usa"
76483,425115801,0,Lightning,274,"orange park, florida, usa"
83467,425115801,0,Lightning,274,"northridge, california, usa"
92658,425115801,5,Lightning,274,"burlington, washington, usa"
94787,425115801,0,Lightning,274,"cleveland, ohio, usa"
95201,425115801,0,Lightning,274,"baltimore, maryland, usa"
95903,425115801,0,Lightning,274,"mason, ohio, usa"
96622,425115801,0,Lightning,274,"coatesville, pennsylvania, usa"
96776,425115801,0,Lightning,274,"winston salem, north carolina, usa"
99347,425115801,0,Lightning,274,"muskegon, michigan, usa"
101620,425115801,10,Lightning,274,"brookland, arkansas, usa"
107784,425115801,5,Lightning,274,"tarentum, pennsylvania, usa"
108950,425115801,0,Lightning,274,"voorhees, new jersey, usa"
110973,425115801,0,Lightning,274,"wiley ford, west virginia, usa"
112881,425115801,0,Lightning,274,"kitchener, ontario, canada"
114444,425115801,0,Lightning,274,"alexandria, virginia, usa"
115120,425115801,0,Lightning,274,"sherman oaks, california, usa"
120093,425115801,0,Lightning,274,"merrick, acworth, new york, georgia, usa"
121072,425115801,7,Lightning,274,"sunnyvale, california, usa"
124474,425115801,5,Lightning,274,"canon city, colorado, usa"
126736,425115801,0,Lightning,274,"fulton, missouri, usa"
128404,425115801,9,Lightning,274,"fall river, massachusetts, usa"
131046,425115801,0,Lightning,274,"ellington, connecticut, usa"
133689,425115801,0,Lightning,274,"calgary, alberta, canada"
133738,425115801,8,Lightning,274,"indianapolis, indiana, usa"
135045,425115801,9,Lightning,274,"spring, texas, usa"
135149,425115801,0,Lightning,274,"ft. pierce, florida, usa"
135458,425115801,0,Lightning,274,"ottawa, ontario, canada"
137336,425115801,0,Lightning,274,"longview, washington, usa"
141010,425115801,0,Lightning,274,"puyallup, washington, usa"
152099,425115801,7,Lightning,274,"wickenburg, arizona, usa"
154944,425115801,10,Lightning,274,"colony, kansas, usa"
158258,425115801,0,Lightning,274,"tucson, arizona, usa"
158295,425115801,7,Lightning,274,"cleveland, ohio, usa"
160401,425115801,0,Lightning,274,"akron, ohio, usa"
167189,425115801,0,Lightning,274,"coburg, oregon, usa"
168064,425115801,8,Lightning,274,"fredericton, new brunswick, canada"
170575,425115801,0,Lightning,274,"bethlehem, pennsylvania, usa"
171968,425115801,8,Lightning,274,"irving, texas, usa"
172030,425115801,0,Lightning,274,"rainsville, alabama, usa"
175978,425115801,8,Lightning,274,"somewhere, new jersey, usa"
178240,425115801,0,Lightning,274,"olive branch, mississippi, usa"
184197,425115801,10,Lightning,274,"rochester, new york, usa"
184299,425115801,9,Lightning,274,"omaha, nebraska, usa"
184891,425115801,0,Lightning,274,"yucaipa, california, usa"
185233,425115801,0,Lightning,274,"winnemucca, nevada, usa"
185722,425115801,10,Lightning,274,"long beach, california, usa"
186521,425115801,8,Lightning,274,"enfield, nova scotia, canada"
190708,425115801,0,Lightning,274,"ramona, california, usa"
195694,425115801,0,Lightning,274,"tucson, arizona, usa"
198711,425115801,0,Lightning,274,"little canada, minnesota, usa"
203968,425115801,0,Lightning,274,"cumberland, maryland, usa"
206534,425115801,0,Lightning,274,"evanston, illinois, usa"
207782,425115801,0,Lightning,274,"midland, texas, usa"
208671,425115801,8,Lightning,274,"simi valley, california, usa"
209373,425115801,0,Lightning,274,"mountain view, california, usa"
211426,425115801,0,Lightning,274,"pueblo, colorado, usa"
212427,425115801,9,Lightning,274,"narragansett, rhode island, usa"
212628,425115801,0,Lightning,274,"horsham, pennsylvania, usa"
216683,425115801,8,Lightning,274,"san jose, california, usa"
224146,425115801,9,Lightning,274,"sarnia, ontario, canada"
224435,425115801,0,Lightning,274,"warren, michigan, usa"
225087,425115801,0,Lightning,274,"toronto, ontario, canada"
225989,425115801,0,Lightning,274,"palmdale, california, usa"
226879,425115801,0,Lightning,274,"overland park, kansas, usa"
231827,425115801,0,Lightning,274,"festus, missouri, usa"
231897,425115801,0,Lightning,274,"warren, michigan, usa"
233829,425115801,0,Lightning,274,"crosby, texas, usa"
235392,425115801,0,Lightning,274,"st. louis, missouri, usa"
235560,425115801,0,Lightning,274,"corpus christi, texas, usa"
235684,425115801,8,Lightning,274,"miami, florida, usa"
235935,425115801,0,Lightning,274,"bridgeton, new jersey, usa"
239074,425115801,0,Lightning,274,"duluth, minnesota, usa"
